src,dst,src_ac,dst_ac,geneA,geneB,edge_type,edge_label,edge_id
1283,767,Q92769,Q9UHD2,HDAC2,TBK1,ppi,-1,767|1283
1283,1169,Q92769,Q09666,HDAC2,AHNAK,ppi,-1,1169|1283
1283,601,Q92769,Q14444,HDAC2,CAPRIN1,ppi,-1,601|1283
1283,1258,Q92769,Q53ET0,HDAC2,CRTC2,ppi,-1,1258|1283
1283,605,Q92769,Q27J81,HDAC2,INF2,ppi,-1,605|1283
247,1444,Q969H0,P17861,FBXW7,XBP1,ppi,-1,247|1444
247,757,Q969H0,O60315,FBXW7,ZEB2,ppi,-1,247|757
679,2071,P00533,Q9UPY5,EGFR,SLC7A11,ppi,-1,679|2071
854,1478,P23258,Q13535,TUBG1,ATR,ppi,-1,854|1478
388,451,Q9UKV5,Q70CQ2,AMFR,USP34,ppi,-1,388|451
115,612,Q13829,Q9H9S0,TNFAIP1,NANOG,ppi,-1,115|612
128,612,Q53GT1,Q9H9S0,KLHL22,NANOG,ppi,-1,128|612
1372,612,P15056,Q9H9S0,BRAF,NANOG,ppi,-1,612|1372
969,612,P04049,Q9H9S0,RAF1,NANOG,ppi,-1,612|969
1914,1169,Q92538,Q09666,GBF1,AHNAK,ppi,-1,1169|1914
1914,596,Q92538,P49327,GBF1,FASN,ppi,-1,596|1914
1914,1588,Q92538,O75369,GBF1,FLNB,ppi,-1,1588|1914
1914,754,Q92538,Q14247,GBF1,CTTN,ppi,-1,754|1914
1914,633,Q92538,P49792,GBF1,RANBP2,ppi,-1,633|1914
1914,715,Q92538,P52907,GBF1,CAPZA1,ppi,-1,715|1914
1914,1800,Q92538,Q14203,GBF1,DCTN1,ppi,-1,1800|1914
1914,849,Q92538,O14818,GBF1,PSMA7,ppi,-1,849|1914
1914,430,Q92538,P54578,GBF1,USP14,ppi,-1,430|1914
1914,1988,Q92538,P78344,GBF1,EIF4G2,ppi,-1,1914|1988
1914,770,Q92538,P52292,GBF1,KPNA2,ppi,-1,770|1914
1914,1727,Q92538,Q9Y490,GBF1,TLN1,ppi,-1,1727|1914
1914,1379,Q92538,O95817,GBF1,BAG3,ppi,-1,1379|1914
1914,1016,Q92538,P40763,GBF1,STAT3,ppi,-1,1016|1914
1914,492,Q92538,Q9Y4E8,GBF1,USP15,ppi,-1,492|1914
1914,824,Q92538,P46109,GBF1,CRKL,ppi,-1,824|1914
1914,1288,Q92538,Q9Y4P8,GBF1,WIPI2,ppi,-1,1288|1914
1914,2047,Q92538,P23588,GBF1,EIF4B,ppi,-1,1914|2047
1914,1913,Q92538,Q8TDM6,GBF1,DLG5,ppi,-1,1913|1914
1914,93,Q92538,P98170,GBF1,XIAP,ppi,-1,93|1914
1914,114,Q92538,Q13501,GBF1,SQSTM1,ppi,-1,114|1914
1914,2048,Q92538,P33981,GBF1,TTK,ppi,-1,1914|2048
1914,1943,Q92538,O60573,GBF1,EIF4E2,ppi,-1,1914|1943
1914,1165,Q92538,Q8N6T3,GBF1,ARFGAP1,ppi,-1,1165|1914
1914,1177,Q92538,Q92997,GBF1,DVL3,ppi,-1,1177|1914
1914,474,Q92538,Q96JH7,GBF1,VCPIP1,ppi,-1,474|1914
1914,2073,Q92538,O14737,GBF1,PDCD5,ppi,-1,1914|2073
1914,573,Q92538,Q9NS87,GBF1,KIF15,ppi,-1,573|1914
1914,1348,Q92538,Q9HB71,GBF1,CACYBP,ppi,-1,1348|1914
1914,1240,Q92538,Q9NRY4,GBF1,ARHGAP35,ppi,-1,1240|1914
1914,865,Q92538,O14641,GBF1,DVL2,ppi,-1,865|1914
1914,172,Q92538,Q7Z569,GBF1,BRAP,ppi,-1,172|1914
1914,1453,Q92538,Q06124,GBF1,PTPN11,ppi,-1,1453|1914
1914,1087,Q92538,P68133,GBF1,ACTA1,ppi,-1,1087|1914
1914,2084,Q92538,Q9Y570,GBF1,PPME1,ppi,-1,1914|2084
1914,2006,Q92538,Q8WWY3,GBF1,PRPF31,ppi,-1,1914|2006
504,482,O15105,Q9NQC7,SMAD7,CYLD,ppi,-1,482|504
1436,688,P24941,O60934,CDK2,NBN,ppi,-1,688|1436
944,449,Q16236,Q6R6M4,NFE2L2,USP17L2,ppi,-1,449|944
117,449,Q14145,Q6R6M4,KEAP1,USP17L2,ppi,-1,117|449
460,540,Q86UV5,Q04206,USP48,RELA,ppi,-1,460|540
876,407,Q9GZQ8,Q9Y4K3,MAP1LC3B,TRAF6,ppi,-1,407|876
876,674,Q9GZQ8,P35222,MAP1LC3B,CTNNB1,ppi,-1,674|876
407,1647,Q9Y4K3,P49841,TRAF6,GSK3B,ppi,-1,407|1647
952,1233,P61956,Q06609,SUMO2,RAD51,ppi,-1,952|1233
789,1960,P00519,O15315,ABL1,RAD51B,ppi,-1,789|1960
422,744,P12956,Q16666,XRCC6,IFI16,ppi,-1,422|744
422,111,P12956,Q13356,XRCC6,PPIL2,ppi,-1,111|422
422,1012,P12956,P27695,XRCC6,APEX1,ppi,-1,422|1012
422,694,P12956,P54132,XRCC6,BLM,ppi,-1,422|694
422,1172,P12956,O75909,XRCC6,CCNK,ppi,-1,422|1172
422,1541,P12956,Q16630,XRCC6,CPSF6,ppi,-1,422|1541
1651,2027,Q13257,P07992,MAD2L1,ERCC1,ppi,-1,1651|2027
422,649,P12956,Q96AE4,XRCC6,FUBP1,ppi,-1,422|649
422,606,P12956,Q49A26,XRCC6,GLYR1,ppi,-1,422|606
422,587,P12956,P05412,XRCC6,JUN,ppi,-1,422|587
422,1561,P12956,Q8WW12,XRCC6,PCNP,ppi,-1,422|1561
422,35,P12956,O75928,XRCC6,PIAS2,ppi,-1,35|422
422,559,P12956,P55036,XRCC6,PSMD4,ppi,-1,422|559
422,173,P12956,Q7Z6E9,XRCC6,RBBP6,ppi,-1,173|422
422,1507,P12956,P51532,XRCC6,SMARCA4,ppi,-1,422|1507
422,109,P12956,Q13263,XRCC6,TRIM28,ppi,-1,109|422
422,2089,P12956,Q9UIF9,XRCC6,BAZ2A,ppi,-1,422|2089
422,584,P12956,O60885,XRCC6,BRD4,ppi,-1,422|584
422,824,P12956,P46109,XRCC6,CRKL,ppi,-1,422|824
422,1531,P12956,P17844,XRCC6,DDX5,ppi,-1,422|1531
422,1593,P12956,P26358,XRCC6,DNMT1,ppi,-1,422|1593
422,2034,P12956,P51610,XRCC6,HCFC1,ppi,-1,422|2034
422,1644,P12956,Q13123,XRCC6,IK,ppi,-1,422|1644
422,1176,P12956,Q92945,XRCC6,KHSRP,ppi,-1,422|1176
422,312,P12956,Q9H0A0,XRCC6,NAT10,ppi,-1,312|422
422,550,P12956,O75376,XRCC6,NCOR1,ppi,-1,422|550
422,695,P12956,Q15233,XRCC6,NONO,ppi,-1,422|695
422,1979,P12956,Q14980,XRCC6,NUMA1,ppi,-1,422|1979
422,1851,P12956,O43395,XRCC6,PRPF3,ppi,-1,422|1851
422,1578,P12956,Q8WXF1,XRCC6,PSPC1,ppi,-1,422|1578
422,2099,P12956,Q15020,XRCC6,SART3,ppi,-1,422|2099
422,1748,P12956,P16949,XRCC6,STMN1,ppi,-1,422|1748
422,852,P12956,P11388,XRCC6,TOP2A,ppi,-1,422|852
422,1850,P12956,Q9ULW0,XRCC6,TPX2,ppi,-1,422|1850
422,120,P12956,Q14669,XRCC6,TRIP12,ppi,-1,120|422
422,2050,P12956,P60842,XRCC6,EIF4A1,ppi,-1,422|2050
422,1953,P12956,Q01844,XRCC6,EWSR1,ppi,-1,422|1953
422,1014,P12956,P35637,XRCC6,FUS,ppi,-1,422|1014
422,392,P12956,Q9UMS4,XRCC6,PRPF19,ppi,-1,392|422
422,1648,P12956,P61224,XRCC6,RAP1B,ppi,-1,422|1648
422,1160,P12956,Q15911,XRCC6,ZFHX3,ppi,-1,422|1160
422,1637,P12956,O00571,XRCC6,DDX3X,ppi,-1,422|1637
1233,1009,Q06609,P19338,RAD51,NCL,ppi,-1,1009|1233
1233,1852,Q06609,P15927,RAD51,RPA2,ppi,-1,1233|1852
1072,598,Q9H492,Q12888,MAP1LC3A,TP53BP1,ppi,-1,598|1072
1072,1685,Q9H492,Q13492,MAP1LC3A,PICALM,ppi,-1,1072|1685
681,2067,Q14457,O75143,BECN1,ATG13,ppi,-1,681|2067
881,2067,A8MYT4,O75143,PIK3C3,ATG13,ppi,-1,881|2067
1072,831,Q9H492,Q7Z698,MAP1LC3A,SPRED2,ppi,-1,831|1072
85,1072,P54725,Q9H492,RAD23A,MAP1LC3A,ppi,-1,85|1072
85,681,P54725,Q14457,RAD23A,BECN1,ppi,-1,85|681
1094,1861,O75385,P07900,ULK1,HSP90AA1,ppi,-1,1094|1861
470,66,Q96DC9,P19474,OTUB2,TRIM21,ppi,-1,66|470
470,1607,Q96DC9,P08670,OTUB2,VIM,ppi,-1,470|1607
470,1552,Q96DC9,P52597,OTUB2,HNRNPF,ppi,-1,470|1552
470,392,Q96DC9,Q9UMS4,OTUB2,PRPF19,ppi,-1,392|470
470,2095,Q96DC9,P14618,OTUB2,PKM,ppi,-1,470|2095
146,1227,Q66K64,Q14498,DCAF15,RBM39,ppi,-1,146|1227
146,1257,Q66K64,Q13085,DCAF15,ACACA,ppi,-1,146|1257
146,1256,Q66K64,O00763,DCAF15,ACACB,ppi,-1,146|1256
146,69,Q66K64,P22681,DCAF15,CBL,ppi,-1,69|146
146,1458,Q66K64,Q49AN0,DCAF15,CRY2,ppi,-1,146|1458
146,1864,Q66K64,P15559,DCAF15,NQO1,ppi,-1,146|1864
146,2047,Q66K64,P23588,DCAF15,EIF4B,ppi,-1,146|2047
146,596,Q66K64,P49327,DCAF15,FASN,ppi,-1,146|596
146,1817,Q66K64,Q08050,DCAF15,FOXM1,ppi,-1,146|1817
146,1589,Q66K64,P21333,DCAF15,FLNA,ppi,-1,146|1589
146,1588,Q66K64,O75369,DCAF15,FLNB,ppi,-1,146|1588
146,1240,Q66K64,Q9NRY4,DCAF15,ARHGAP35,ppi,-1,146|1240
146,1748,Q66K64,P16949,DCAF15,STMN1,ppi,-1,146|1748
146,1632,Q66K64,P46821,DCAF15,MAP1B,ppi,-1,146|1632
146,43,Q66K64,O94972,DCAF15,TRIM37,ppi,-1,43|146
146,1335,Q66K64,P10242,DCAF15,MYB,ppi,-1,146|1335
146,547,Q66K64,O14974,DCAF15,PPP1R12A,ppi,-1,146|547
146,1979,Q66K64,Q14980,DCAF15,NUMA1,ppi,-1,146|1979
146,872,Q66K64,P62487,DCAF15,POLR2G,ppi,-1,146|872
146,1538,Q66K64,Q15811,DCAF15,ITSN1,ppi,-1,146|1538
146,1727,Q66K64,Q9Y490,DCAF15,TLN1,ppi,-1,146|1727
146,77,Q66K64,P40337,DCAF15,VHL,ppi,-1,77|146
146,1970,Q66K64,Q92783,DCAF15,STAM,ppi,-1,146|1970
146,1213,Q66K64,Q15773,DCAF15,MLF2,ppi,-1,146|1213
146,1021,Q66K64,P49757,DCAF15,NUMB,ppi,-1,146|1021
146,114,Q66K64,Q13501,DCAF15,SQSTM1,ppi,-1,114|146
146,293,Q66K64,Q9BUZ4,DCAF15,TRAF4,ppi,-1,146|293
146,492,Q66K64,Q9Y4E8,DCAF15,USP15,ppi,-1,146|492
146,296,Q66K64,Q9BWF2,DCAF15,TRAIP,ppi,-1,146|296
146,234,Q66K64,Q8WV16,DCAF15,DCAF4,ppi,-1,146|234
146,413,Q66K64,Q9Y6I7,DCAF15,WSB1,ppi,-1,146|413
146,44,Q66K64,O95071,DCAF15,UBR5,ppi,-1,44|146
146,354,Q66K64,Q9NZJ0,DCAF15,DTL,ppi,-1,146|354
146,660,Q66K64,Q9NX09,DCAF15,DDIT4,ppi,-1,146|660
146,1165,Q66K64,Q8N6T3,DCAF15,ARFGAP1,ppi,-1,146|1165
146,1561,Q66K64,Q8WW12,DCAF15,PCNP,ppi,-1,146|1561
146,248,Q66K64,Q969K3,DCAF15,RNF34,ppi,-1,146|248
146,235,Q66K64,Q8WV44,DCAF15,TRIM41,ppi,-1,146|235
146,1502,Q66K64,P12277,DCAF15,CKB,ppi,-1,146|1502
146,571,Q66K64,Q9H6Z9,DCAF15,EGLN3,ppi,-1,146|571
146,754,Q66K64,Q14247,DCAF15,CTTN,ppi,-1,146|754
146,995,Q66K64,O60381,DCAF15,HBP1,ppi,-1,146|995
146,565,Q66K64,Q96B97,DCAF15,SH3KBP1,ppi,-1,146|565
1101,1298,P27361,P10636,MAPK3,MAPT,ppi,-1,1101|1298
105,486,Q13114,Q9UHP3,TRAF3,USP25,ppi,-1,105|486
1899,1298,P06493,P10636,CDK1,MAPT,ppi,-1,1298|1899
1102,1298,P28482,P10636,MAPK1,MAPT,ppi,-1,1102|1298
1268,1298,O14757,P10636,CHEK1,MAPT,ppi,-1,1268|1298
552,1298,O96017,P10636,CHEK2,MAPT,ppi,-1,552|1298
243,1208,Q8WZ73,Q9UNK0,RFFL,STX8,ppi,-1,243|1208
243,1790,Q8WZ73,P05556,RFFL,ITGB1,ppi,-1,243|1790
243,1325,Q8WZ73,Q9BV40,RFFL,VAMP8,ppi,-1,243|1325
243,1732,Q8WZ73,P62330,RFFL,ARF6,ppi,-1,243|1732
1355,243,Q96CV9,Q8WZ73,OPTN,RFFL,ppi,-1,243|1355
243,93,Q8WZ73,P98170,RFFL,XIAP,ppi,-1,93|243
243,174,Q8WZ73,Q7Z6J0,RFFL,SH3RF1,ppi,-1,174|243
243,474,Q8WZ73,Q96JH7,RFFL,VCPIP1,ppi,-1,243|474
243,466,Q8WZ73,Q92995,RFFL,USP13,ppi,-1,243|466
243,457,Q8WZ73,Q70EL4,RFFL,USP43,ppi,-1,243|457
1838,1298,P45984,P10636,MAPK9,MAPT,ppi,-1,1298|1838
1081,1298,Q13627,P10636,DYRK1A,MAPT,ppi,-1,1081|1298
245,1298,Q92630,P10636,DYRK2,MAPT,ppi,-1,245|1298
534,1298,P67775,P10636,PPP2CA,MAPT,ppi,-1,534|1298
533,1298,P62714,P10636,PPP2CB,MAPT,ppi,-1,533|1298
1116,1298,P28562,P10636,DUSP1,MAPT,ppi,-1,1116|1298
1879,117,Q13043,Q14145,STK4,KEAP1,ppi,-1,117|1879
47,923,O95376,Q96GG9,ARIH2,DCUN1D1,ppi,-1,47|923
933,1602,Q9UBF6,P68036,RNF7,UBE2L3,ppi,-1,933|1602
409,923,Q9Y4X5,Q96GG9,ARIH1,DCUN1D1,ppi,-1,409|923
1674,923,P61077,Q96GG9,UBE2D3,DCUN1D1,ppi,-1,923|1674
1839,1298,P53779,P10636,MAPK10,MAPT,ppi,-1,1298|1839
82,72,P50876,P35226,RNF144A,BMI1,ppi,-1,72|82
1384,1800,O43237,Q14203,DYNC1LI2,DCTN1,ppi,-1,1384|1800
1383,2023,O14576,Q02790,DYNC1I1,FKBP4,ppi,-1,1383|2023
1383,393,O14576,Q9UNE7,DYNC1I1,STUB1,ppi,-1,393|1383
1383,1861,O14576,P07900,DYNC1I1,HSP90AA1,ppi,-1,1383|1861
1383,1350,O14576,P35813,DYNC1I1,PPM1A,ppi,-1,1350|1383
1383,1395,O14576,P50991,DYNC1I1,CCT4,ppi,-1,1383|1395
1384,981,O43237,Q14790,DYNC1LI2,CASP8,ppi,-1,981|1384
1384,1161,O43237,Q7Z434,DYNC1LI2,MAVS,ppi,-1,1161|1384
1384,1237,O43237,P07355,DYNC1LI2,ANXA2,ppi,-1,1237|1384
1384,775,O43237,P34897,DYNC1LI2,SHMT2,ppi,-1,775|1384
1384,17,O43237,O43164,DYNC1LI2,PJA2,ppi,-1,17|1384
1384,1538,O43237,Q15811,DYNC1LI2,ITSN1,ppi,-1,1384|1538
1384,1695,O43237,Q7Z4L4,DYNC1LI2,TNIK,ppi,-1,1384|1695
1384,1165,O43237,Q8N6T3,DYNC1LI2,ARFGAP1,ppi,-1,1165|1384
1518,1800,Q9P219,Q14203,CCDC88C,DCTN1,ppi,-1,1518|1800
203,612,Q8N3Y1,Q9H9S0,FBXW8,NANOG,ppi,-1,203|612
2002,1338,P29274,P41594,ADORA2A,GRM5,ppi,-1,1338|2002
892,1839,P01112,P53779,HRAS,MAPK10,ppi,-1,892|1839
892,792,P01112,P04626,HRAS,ERBB2,ppi,-1,792|892
892,795,P01112,P06241,HRAS,FYN,ppi,-1,795|892
892,1165,P01112,Q8N6T3,HRAS,ARFGAP1,ppi,-1,892|1165
892,1027,P01112,Q08499,HRAS,PDE4D,ppi,-1,892|1027
892,45,P01112,O95155,HRAS,UBE4B,ppi,-1,45|892
892,748,P01112,Q96DT7,HRAS,ZBTB10,ppi,-1,748|892
892,480,P01112,Q9H9J4,HRAS,USP42,ppi,-1,480|892
892,481,P01112,Q9HBJ7,HRAS,USP29,ppi,-1,481|892
892,1546,P01112,Q9BTU6,HRAS,PI4K2A,ppi,-1,892|1546
892,1236,P01112,Q01638,HRAS,IL1RL1,ppi,-1,892|1236
892,389,P01112,Q9ULT8,HRAS,HECTD1,ppi,-1,389|892
892,2037,P01112,Q13619,HRAS,CUL4A,ppi,-1,892|2037
473,44,Q96G74,O95071,OTUD5,UBR5,ppi,-1,44|473
473,507,Q96G74,P24928,OTUD5,POLR2A,ppi,-1,473|507
473,695,Q96G74,Q15233,OTUD5,NONO,ppi,-1,473|695
1343,807,P98161,P12931,PKD1,SRC,ppi,-1,807|1343
280,672,Q96RU7,P31751,TRIB3,AKT2,ppi,-1,280|672
1504,1298,P17252,P10636,PRKCA,MAPT,ppi,-1,1298|1504
1425,1298,P05771,P10636,PRKCB,MAPT,ppi,-1,1298|1425
1426,1298,Q02156,P10636,PRKCE,MAPT,ppi,-1,1298|1426
1663,1298,P05129,P10636,PRKCG,MAPT,ppi,-1,1298|1663
870,1298,P41743,P10636,PRKCI,MAPT,ppi,-1,870|1298
1088,1298,Q05513,P10636,PRKCZ,MAPT,ppi,-1,1088|1298
1105,1423,Q13131,O15503,PRKAA1,INSIG1,ppi,-1,1105|1423
84,327,P53804,Q9HAU4,TTC3,SMURF2,ppi,-1,84|327
756,426,O43623,P45974,SNAI2,USP5,ppi,-1,426|756
534,1907,P67775,Q13009,PPP2CA,TIAM1,ppi,-1,534|1907
283,2070,Q96T88,P61088,UHRF1,UBE2N,ppi,-1,283|2070
283,2021,Q96T88,O60341,UHRF1,KDM1A,ppi,-1,283|2021
632,1541,P46937,Q16630,YAP1,CPSF6,ppi,-1,632|1541
632,594,P46937,P25440,YAP1,BRD2,ppi,-1,594|632
632,470,P46937,Q96DC9,YAP1,OTUB2,ppi,-1,470|632
632,1166,P46937,Q969G3,YAP1,SMARCE1,ppi,-1,632|1166
632,1207,P46937,Q9H2D6,YAP1,TRIOBP,ppi,-1,632|1207
632,1508,P46937,Q12824,YAP1,SMARCB1,ppi,-1,632|1508
632,534,P46937,P67775,YAP1,PPP2CA,ppi,-1,534|632
632,930,P46937,Q9NV92,YAP1,NDFIP2,ppi,-1,632|930
632,1611,P46937,Q8N5C8,YAP1,TAB3,ppi,-1,632|1611
632,1227,P46937,Q14498,YAP1,RBM39,ppi,-1,632|1227
632,1537,P46937,Q15750,YAP1,TAB1,ppi,-1,632|1537
1917,470,Q9GZV5,Q96DC9,WWTR1,OTUB2,ppi,-1,470|1917
470,768,Q96DC9,Q9Y6X2,OTUB2,PIAS3,ppi,-1,470|768
2098,1298,P55212,P10636,CASP6,MAPT,ppi,-1,1298|2098
1505,1298,P29466,P10636,CASP1,MAPT,ppi,-1,1298|1505
971,1298,P42574,P10636,CASP3,MAPT,ppi,-1,971|1298
973,1298,P55210,P10636,CASP7,MAPT,ppi,-1,973|1298
981,1298,Q14790,P10636,CASP8,MAPT,ppi,-1,981|1298
1087,1298,P68133,P10636,ACTA1,MAPT,ppi,-1,1087|1298
282,528,Q96SW2,P04637,CRBN,TP53,ppi,-1,282|528
1940,1298,Q99538,P10636,LGMN,MAPT,ppi,-1,1298|1940
1953,421,Q01844,O94966,EWSR1,USP19,ppi,-1,421|1953
398,586,Q9Y252,P03372,RNF6,ESR1,ppi,-1,398|586
398,1895,Q9Y252,P55317,RNF6,FOXA1,ppi,-1,398|1895
484,1161,Q9P2H5,Q7Z434,USP35,MAVS,ppi,-1,484|1161
482,1161,Q9NQC7,Q7Z434,CYLD,MAVS,ppi,-1,482|1161
432,1161,Q01804,Q7Z434,OTUD4,MAVS,ppi,-1,432|1161
419,1161,O75604,Q7Z434,USP2,MAVS,ppi,-1,419|1161
435,1161,Q13107,Q7Z434,USP4,MAVS,ppi,-1,435|1161
418,1161,O75317,Q7Z434,USP12,MAVS,ppi,-1,418|1161
421,1161,O94966,Q7Z434,USP19,MAVS,ppi,-1,421|1161
489,1161,Q9UPT9,Q7Z434,USP22,MAVS,ppi,-1,489|1161
476,1161,Q96RU2,Q7Z434,USP28,MAVS,ppi,-1,476|1161
481,1161,Q9HBJ7,Q7Z434,USP29,MAVS,ppi,-1,481|1161
431,1161,P62068,Q7Z434,USP46,MAVS,ppi,-1,431|1161
417,1161,O15372,Q7Z434,EIF3H,MAVS,ppi,-1,417|1161
447,1161,Q6GQQ9,Q7Z434,OTUD7B,MAVS,ppi,-1,447|1161
429,1257,P54252,Q13085,ATXN3,ACACA,ppi,-1,429|1257
429,968,P54252,O95831,ATXN3,AIFM1,ppi,-1,429|968
429,640,P54252,Q13155,ATXN3,AIMP2,ppi,-1,429|640
429,915,P54252,Q4VCS5,ATXN3,AMOT,ppi,-1,429|915
429,113,P54252,Q13490,ATXN3,BIRC2,ppi,-1,113|429
429,973,P54252,P55210,ATXN3,CASP7,ppi,-1,429|973
429,1395,P54252,P50991,ATXN3,CCT4,ppi,-1,429|1395
429,1502,P54252,P12277,ATXN3,CKB,ppi,-1,429|1502
429,1145,P54252,P55060,ATXN3,CSE1L,ppi,-1,429|1145
429,986,P54252,Q9NR28,ATXN3,DIABLO,ppi,-1,429|986
429,1856,P54252,O60762,ATXN3,DPM1,ppi,-1,429|1856
429,1051,P54252,P06733,ATXN3,ENO1,ppi,-1,429|1051
429,257,P54252,Q96CS3,ATXN3,FAF2,ppi,-1,257|429
429,1756,P54252,Q9NVI1,ATXN3,FANCI,ppi,-1,429|1756
429,596,P54252,P49327,ATXN3,FASN,ppi,-1,429|596
429,1589,P54252,P21333,ATXN3,FLNA,ppi,-1,429|1589
429,1872,P54252,P34932,ATXN3,HSPA4,ppi,-1,429|1872
429,753,P54252,P11021,ATXN3,HSPA5,ppi,-1,429|753
429,176,P54252,Q7Z6Z7,ATXN3,HUWE1,ppi,-1,176|429
429,1398,P54252,P13473,ATXN3,LAMP2,ppi,-1,429|1398
429,1651,P54252,Q13257,ATXN3,MAD2L1,ppi,-1,429|1651
429,1389,P54252,Q9Y5V3,ATXN3,MAGED1,ppi,-1,429|1389
429,695,P54252,Q15233,ATXN3,NONO,ppi,-1,429|695
429,850,P54252,P06748,ATXN3,NPM1,ppi,-1,429|850
429,2041,P54252,Q02218,ATXN3,OGDH,ppi,-1,429|2041
429,57,P54252,P09874,ATXN3,PARP1,ppi,-1,57|429
429,984,P54252,Q96HS1,ATXN3,PGAM5,ppi,-1,429|984
429,1857,P54252,P00558,ATXN3,PGK1,ppi,-1,429|1857
429,776,P54252,P35232,ATXN3,PHB,ppi,-1,429|776
429,619,P54252,O43175,ATXN3,PHGDH,ppi,-1,429|619
429,2095,P54252,P14618,ATXN3,PKM,ppi,-1,429|2095
429,2003,P54252,P62937,ATXN3,PPIA,ppi,-1,429|2003
429,1057,P54252,Q06830,ATXN3,PRDX1,ppi,-1,429|1057
429,741,P54252,P78527,ATXN3,PRKDC,ppi,-1,429|741
429,415,P54252,O00487,ATXN3,PSMD14,ppi,-1,415|429
429,559,P54252,P55036,ATXN3,PSMD4,ppi,-1,429|559
429,540,P54252,Q04206,ATXN3,RELA,ppi,-1,429|540
429,294,P54252,Q9BV68,ATXN3,RNF126,ppi,-1,294|429
429,1853,P54252,P27694,ATXN3,RPA1,ppi,-1,429|1853
429,1852,P54252,P15927,ATXN3,RPA2,ppi,-1,429|1852
429,1431,P54252,P04843,ATXN3,RPN1,ppi,-1,429|1431
429,1951,P54252,P62249,ATXN3,RPS16,ppi,-1,429|1951
429,1007,P54252,P15880,ATXN3,RPS2,ppi,-1,429|1007
429,2011,P54252,P23396,ATXN3,RPS3,ppi,-1,429|2011
429,919,P54252,Q92734,ATXN3,TFG,ppi,-1,429|919
429,101,P54252,Q12933,ATXN3,TRAF2,ppi,-1,101|429
429,109,P54252,Q13263,ATXN3,TRIM28,ppi,-1,109|429
429,62,P54252,P11441,ATXN3,UBL4A,ppi,-1,62|429
429,194,P54252,Q8IWV8,ATXN3,UBR2,ppi,-1,194|429
429,468,P54252,Q93009,ATXN3,USP7,ppi,-1,429|468
429,1607,P54252,P08670,ATXN3,VIM,ppi,-1,429|1607
429,882,P54252,O14980,ATXN3,XPO1,ppi,-1,429|882
429,693,P54252,P13010,ATXN3,XRCC5,ppi,-1,429|693
1753,547,Q92994,O14974,BRF1,PPP1R12A,ppi,-1,547|1753
1753,1009,Q92994,P19338,BRF1,NCL,ppi,-1,1009|1753
1753,344,Q92994,Q9NVW2,BRF1,RLIM,ppi,-1,344|1753
1753,57,Q92994,P09874,BRF1,PARP1,ppi,-1,57|1753
1753,1588,Q92994,O75369,BRF1,FLNB,ppi,-1,1588|1753
1753,952,Q92994,P61956,BRF1,SUMO2,ppi,-1,952|1753
1753,476,Q92994,Q96RU2,BRF1,USP28,ppi,-1,476|1753
1753,64,Q92994,P14373,BRF1,TRIM27,ppi,-1,64|1753
1753,1861,Q92994,P07900,BRF1,HSP90AA1,ppi,-1,1753|1861
1753,1872,Q92994,P34932,BRF1,HSPA4,ppi,-1,1753|1872
1753,1184,Q92994,P01023,BRF1,A2M,ppi,-1,1184|1753
1753,2040,Q92994,P53396,BRF1,ACLY,ppi,-1,1753|2040
1753,774,Q92994,P01857,BRF1,IGHG1,ppi,-1,774|1753
448,1327,Q6P468,O15078,USP9X,CEP290,ppi,-1,448|1327
1824,2041,P08034,Q02218,GJB1,OGDH,ppi,-1,1824|2041
1824,2018,P08034,Q96DH6,GJB1,MSI2,ppi,-1,1824|2018
1824,753,P08034,P11021,GJB1,HSPA5,ppi,-1,753|1824
1022,1007,P61254,P15880,RPL26,RPS2,ppi,-1,1007|1022
110,1131,Q13309,Q53EL6,SKP2,PDCD4,ppi,-1,110|1131
393,505,Q9UNE7,O15350,STUB1,TP73,ppi,-1,393|505
1981,1298,P62136,P10636,PPP1CA,MAPT,ppi,-1,1298|1981
430,51,P54578,O95786,USP14,DDX58,ppi,-1,51|430
2018,436,Q96DH6,Q14694,MSI2,USP10,ppi,-1,436|2018
1370,209,Q15382,Q8N8N0,RHEB,RNF152,ppi,-1,209|1370
435,1370,Q13107,Q15382,USP4,RHEB,ppi,-1,435|1370
243,597,Q8WZ73,Q12809,RFFL,KCNH2,ppi,-1,243|597
243,673,Q8WZ73,P55072,RFFL,VCP,ppi,-1,243|673
57,2037,P09874,Q13619,PARP1,CUL4A,ppi,-1,57|2037
407,2028,Q9Y4K3,Q9ULZ3,TRAF6,PYCARD,ppi,-1,407|2028
794,1298,P06239,P10636,LCK,MAPT,ppi,-1,794|1298
627,1298,P19174,P10636,PLCG1,MAPT,ppi,-1,627|1298
472,1298,Q96FW1,P10636,OTUB1,MAPT,ppi,-1,472|1298
527,2003,P04179,P62937,SOD2,PPIA,ppi,-1,527|2003
1861,775,P07900,P34897,HSP90AA1,SHMT2,ppi,-1,775|1861
687,628,O14773,P19367,TPP1,HK1,ppi,-1,628|687
629,961,P21796,Q10589,VDAC1,BST2,ppi,-1,629|961
776,2041,P35232,Q02218,PHB,OGDH,ppi,-1,776|2041
1086,673,P17661,P55072,DES,VCP,ppi,-1,673|1086
2095,652,P14618,Q99497,PKM,PARK7,ppi,-1,652|2095
